"nomor_rencana_produksi";"id_user";"keterangan";"tanggal_rencana";"tanggal_input";"status";"created_at";"created_by";"updated_at";"updated_by"
"WOS2209-0025";"3";NULL;"2022-09-29";"2022-09-28";"1";"2022-09-28 14:24:43";"3";"2022-09-28 14:24:43";"3"
"WOS2209-0026";"3";NULL;"2022-09-30";"2022-09-29";"1";"2022-09-29 13:10:25";"3";"2022-09-29 13:10:25";"3"
"WOS2209-0027";"3";NULL;"2022-10-01";"2022-09-30";"1";"2022-09-30 13:10:03";"3";"2022-09-30 13:10:03";"3"
"WOS2210-0001";"3";NULL;"2022-10-03";"2022-10-01";"1";"2022-10-01 11:18:24";"3";"2022-10-03 10:19:50";"3"
"WOS2210-0002";"3";NULL;"2022-10-04";"2022-10-03";"1";"2022-10-03 14:22:50";"3";"2022-10-03 14:22:50";"3"
"WOS2210-0003";"3";NULL;"2022-10-05";"2022-10-04";"1";"2022-10-04 13:51:37";"3";"2022-10-04 13:51:37";"3"
"WOS2210-0004";"3";NULL;"2022-10-06";"2022-10-06";"1";"2022-10-06 10:41:16";"3";"2022-10-06 10:41:54";"3"
"WOS2210-0005";"3";NULL;"2022-10-07";"2022-10-06";"1";"2022-10-06 14:44:20";"3";"2022-10-06 14:44:20";"3"
"WOS2210-0006";"3";NULL;"2022-10-10";"2022-10-07";"1";"2022-10-07 13:42:42";"3";"2022-10-07 13:42:42";"3"
"WOS2210-0007";"3";NULL;"2022-10-11";"2022-10-10";"1";"2022-10-10 10:24:58";"3";"2022-10-10 10:24:58";"3"
"WOS2210-0008";"3";NULL;"2022-10-12";"2022-10-12";"1";"2022-10-12 09:58:01";"3";"2022-10-12 09:58:01";"3"
"WOS2210-0009";"3";NULL;"2022-10-13";"2022-10-12";"1";"2022-10-12 14:02:08";"3";"2022-10-12 14:02:08";"3"
"WOS2210-0010";"3";NULL;"2022-10-14";"2022-10-13";"1";"2022-10-13 14:10:13";"3";"2022-10-13 14:11:58";"3"
"WOS2210-0011";"3";NULL;"2022-10-15";"2022-10-14";"1";"2022-10-14 14:21:53";"3";"2022-10-14 14:21:53";"3"
"WOS2210-0012";"3";NULL;"2022-10-17";"2022-10-15";"1";"2022-10-15 09:45:12";"3";"2022-10-15 09:45:12";"3"
"WOS2210-0013";"3";NULL;"2022-10-18";"2022-10-17";"1";"2022-10-17 14:32:12";"3";"2022-10-17 14:32:12";"3"
"WOS2210-0014";"3";NULL;"2022-10-19";"2022-10-18";"1";"2022-10-18 10:26:53";"3";"2022-10-18 10:26:53";"3"
"WOS2210-0015";"3";NULL;"2022-10-20";"2022-10-19";"1";"2022-10-19 12:40:53";"3";"2022-10-19 12:40:53";"3"
"WOS2210-0016";"3";NULL;"2022-10-21";"2022-10-20";"1";"2022-10-20 15:08:32";"3";"2022-10-20 15:08:32";"3"
"WOS2210-0017";"3";NULL;"2022-10-22";"2022-10-21";"1";"2022-10-21 14:22:34";"3";"2022-10-21 14:22:34";"3"
"WOS2210-0018";"3";NULL;"2022-10-24";"2022-10-22";"1";"2022-10-22 13:34:01";"3";"2022-10-22 13:34:01";"3"
"WOS2210-0019";"3";NULL;"2022-10-25";"2022-10-24";"1";"2022-10-24 13:31:50";"3";"2022-10-24 13:31:50";"3"
"WOS2210-0020";"3";NULL;"2022-10-26";"2022-10-25";"1";"2022-10-25 13:45:38";"3";"2022-10-25 13:45:38";"3"
"WOS2210-0021";"3";NULL;"2022-10-27";"2022-10-26";"1";"2022-10-26 14:24:14";"3";"2022-10-26 14:24:14";"3"
"WOS2210-0022";"3";NULL;"2022-10-28";"2022-10-27";"1";"2022-10-27 14:20:29";"3";"2022-10-27 14:20:29";"3"
"WOS2210-0023";"3";NULL;"2022-10-29";"2022-10-28";"1";"2022-10-28 14:07:50";"3";"2022-10-28 14:07:50";"3"
"WOS2210-0024";"3";NULL;"2022-10-31";"2022-10-29";"1";"2022-10-29 13:54:04";"3";"2022-10-29 13:54:04";"3"
"WOS2210-0025";"3";NULL;"2022-11-01";"2022-10-31";"1";"2022-10-31 13:13:54";"3";"2022-10-31 13:13:54";"3"
"WOS2211-0001";"3";NULL;"2022-11-02";"2022-11-01";"1";"2022-11-01 14:05:57";"3";"2022-11-01 14:05:57";"3"
"WOS2211-0002";"3";NULL;"2022-11-03";"2022-11-02";"1";"2022-11-02 14:33:54";"3";"2022-11-02 14:33:54";"3"
"WOS2211-0003";"3";NULL;"2022-11-04";"2022-11-04";"1";"2022-11-04 13:32:31";"3";"2022-11-04 13:32:31";"3"
"WOS2211-0004";"3";NULL;"2022-11-05";"2022-11-04";"1";"2022-11-04 13:42:34";"3";"2022-11-04 13:42:34";"3"
"WOS2211-0005";"3";NULL;"2022-11-07";"2022-11-05";"1";"2022-11-05 13:53:32";"3";"2022-11-05 13:53:32";"3"
"WOS2211-0006";"3";NULL;"2022-11-08";"2022-11-07";"1";"2022-11-07 14:34:23";"3";"2022-11-07 14:34:23";"3"
"WOS2211-0007";"3";NULL;"2022-11-09";"2022-11-08";"1";"2022-11-08 14:22:42";"3";"2022-11-08 14:22:42";"3"
"WOS2211-0008";"3";NULL;"2022-11-10";"2022-11-09";"1";"2022-11-09 13:46:04";"3";"2022-11-09 13:46:04";"3"
"WOS2211-0009";"3";NULL;"2022-11-11";"2022-11-10";"1";"2022-11-10 13:51:05";"3";"2022-11-10 13:51:05";"3"
"WOS2211-0010";"3";NULL;"2022-11-12";"2022-11-11";"1";"2022-11-11 13:55:50";"3";"2022-11-11 13:55:50";"3"
"WOS2211-0011";"3";NULL;"2022-11-14";"2022-11-12";"1";"2022-11-12 13:20:33";"3";"2022-11-12 13:20:33";"3"
"WOS2211-0012";"3";NULL;"2022-11-15";"2022-11-14";"1";"2022-11-14 14:08:02";"3";"2022-11-14 14:08:02";"3"
"WOS2211-0013";"3";NULL;"2022-11-16";"2022-11-15";"1";"2022-11-15 14:12:56";"3";"2022-11-15 14:12:56";"3"
"WOS2211-0014";"3";NULL;"2022-11-17";"2022-11-16";"1";"2022-11-16 14:02:32";"3";"2022-11-16 14:02:32";"3"
"WOS2211-0015";"3";NULL;"2022-11-18";"2022-11-17";"1";"2022-11-17 14:24:56";"3";"2022-11-17 14:24:56";"3"
"WOS2211-0016";"3";NULL;"2022-11-19";"2022-11-18";"1";"2022-11-18 14:06:57";"3";"2022-11-18 14:06:57";"3"
"WOS2211-0017";"3";NULL;"2022-11-21";"2022-11-19";"1";"2022-11-19 13:50:00";"3";"2022-11-19 13:50:00";"3"
"WOS2211-0018";"3";NULL;"2022-11-22";"2022-11-21";"1";"2022-11-21 14:42:44";"3";"2022-11-21 14:42:44";"3"
"WOS2211-0019";"3";NULL;"2022-11-23";"2022-11-22";"1";"2022-11-22 14:11:06";"3";"2022-11-22 14:11:06";"3"
"WOS2211-0020";"3";NULL;"2022-11-24";"2022-11-23";"1";"2022-11-23 14:07:55";"3";"2022-11-23 14:07:55";"3"
"WOS2211-0021";"3";NULL;"2022-11-25";"2022-11-24";"1";"2022-11-24 14:16:09";"3";"2022-11-24 14:16:09";"3"
"WOS2211-0022";"3";NULL;"2022-11-25";"2022-11-24";"1";"2022-11-24 14:16:42";"3";"2022-11-24 14:16:42";"3"
"WOS2211-0023";"3";NULL;"2022-11-26";"2022-11-25";"1";"2022-11-25 14:15:46";"3";"2022-11-25 14:15:46";"3"
"WOS2211-0024";"3";NULL;"2022-11-28";"2022-11-26";"1";"2022-11-26 10:32:46";"3";"2022-11-26 10:32:46";"3"
"WOS2211-0025";"3";NULL;"2022-11-29";"2022-11-29";"1";"2022-11-29 14:11:39";"3";"2022-11-29 14:11:39";"3"
"WOS2211-0026";"3";NULL;"2022-11-30";"2022-11-29";"1";"2022-11-29 14:12:59";"3";"2022-11-29 14:12:59";"3"
"WOS2211-0027";"3";NULL;"2022-12-01";"2022-11-30";"1";"2022-11-30 13:48:14";"3";"2022-11-30 13:48:14";"3"
"WOS2212-0001";"3";NULL;"2022-12-02";"2022-12-01";"1";"2022-12-01 13:17:47";"3";"2022-12-01 13:17:47";"3"
"WOS2212-0002";"3";NULL;"2022-12-03";"2022-12-02";"1";"2022-12-02 13:51:30";"3";"2022-12-02 13:51:30";"3"
"WOS2212-0003";"3";NULL;"2022-12-05";"2022-12-03";"1";"2022-12-03 10:47:10";"3";"2022-12-03 10:47:10";"3"
"WOS2212-0005";"3";NULL;"2022-12-06";"2022-12-05";"1";"2022-12-05 15:06:43";"3";"2022-12-05 15:06:43";"3"
"WOS2212-0006";"3";NULL;"2022-12-07";"2022-12-06";"1";"2022-12-06 14:14:01";"3";"2022-12-06 14:14:01";"3"
"WOS2212-0007";"3";NULL;"2022-12-08";"2022-12-07";"1";"2022-12-07 14:18:34";"3";"2022-12-07 14:18:34";"3"
"WOS2212-0008";"3";NULL;"2022-12-09";"2022-12-08";"1";"2022-12-08 11:14:32";"3";"2022-12-08 11:14:32";"3"
"WOS2212-0009";"3";NULL;"2022-12-10";"2022-12-09";"1";"2022-12-09 14:38:06";"3";"2022-12-09 14:41:50";"3"
"WOS2212-0010";"3";NULL;"2022-12-12";"2022-12-10";"1";"2022-12-10 13:55:23";"3";"2022-12-10 13:55:23";"3"
"WOS2212-0011";"3";NULL;"2022-12-13";"2022-12-12";"1";"2022-12-12 14:51:33";"3";"2022-12-12 14:51:33";"3"
"WOS2212-0012";"3";NULL;"2022-12-14";"2022-12-15";"1";"2022-12-15 12:58:28";"3";"2022-12-15 12:58:28";"3"
"WOS2212-0013";"3";NULL;"2022-12-15";"2022-12-15";"1";"2022-12-15 13:00:41";"3";"2022-12-15 13:00:41";"3"
"WOS2212-0014";"3";NULL;"2022-12-16";"2022-12-15";"1";"2022-12-15 13:02:56";"3";"2022-12-15 13:02:56";"3"
"WOS2212-0015";"3";NULL;"2022-12-17";"2022-12-16";"1";"2022-12-16 13:22:12";"3";"2022-12-16 13:22:12";"3"
"WOS2212-0016";"3";NULL;"2022-12-19";"2022-12-17";"1";"2022-12-17 10:55:21";"3";"2022-12-17 10:55:21";"3"
"WOS2212-0017";"3";NULL;"2022-12-20";"2022-12-19";"1";"2022-12-19 13:59:07";"3";"2022-12-19 13:59:07";"3"
"WOS2212-0018";"3";NULL;"2022-12-21";"2022-12-20";"1";"2022-12-20 14:31:45";"3";"2022-12-20 14:31:45";"3"
"WOS2212-0019";"3";NULL;"2022-12-22";"2022-12-21";"1";"2022-12-21 14:11:15";"3";"2022-12-21 14:11:15";"3"
"WOS2212-0020";"3";NULL;"2022-12-23";"2022-12-22";"1";"2022-12-22 13:14:20";"3";"2022-12-22 13:14:20";"3"
"WOS2212-0021";"3";NULL;"2022-12-26";"2022-12-24";"1";"2022-12-24 10:25:39";"3";"2022-12-26 10:14:52";"3"
"WOS2212-0022";"3";NULL;"2022-12-24";"2022-12-26";"1";"2022-12-26 10:16:22";"3";"2022-12-26 10:16:22";"3"
"WOS2212-0023";"3";NULL;"2022-12-27";"2022-12-26";"1";"2022-12-26 14:06:53";"3";"2022-12-26 14:06:53";"3"
"WOS2212-0024";"3";NULL;"2022-12-28";"2022-12-27";"1";"2022-12-27 13:43:28";"3";"2022-12-27 13:43:28";"3"
"WOS2212-0025";"3";NULL;"2022-12-29";"2022-12-28";"1";"2022-12-28 14:01:05";"3";"2022-12-28 14:01:05";"3"
"WOS2212-0026";"3";NULL;"2022-12-30";"2022-12-29";"1";"2022-12-29 13:47:29";"3";"2022-12-29 13:47:29";"3"
"WOS2212-0027";"3";NULL;"2023-01-02";"2022-12-30";"1";"2022-12-30 13:46:03";"3";"2022-12-30 13:46:03";"3"
"WOS2301-0001";"3";NULL;"2023-01-03";"2023-01-02";"1";"2023-01-02 13:37:32";"3";"2023-01-02 13:37:32";"3"
"WOS2301-0003";"3";NULL;"2023-01-04";"2023-01-03";"1";"2023-01-03 13:55:08";"3";"2023-01-03 14:15:37";"3"
"WOS2301-0004";"3";NULL;"2023-01-05";"2023-01-04";"1";"2023-01-04 14:18:43";"3";"2023-01-04 14:18:43";"3"
"WOS2301-0005";"3";NULL;"2023-01-06";"2023-01-05";"1";"2023-01-05 14:03:26";"3";"2023-01-05 14:03:26";"3"
"WOS2301-0006";"3";NULL;"2023-01-07";"2023-01-06";"1";"2023-01-06 14:53:08";"3";"2023-01-06 14:53:08";"3"
"WOS2301-0007";"3";NULL;"2023-01-09";"2023-01-07";"1";"2023-01-07 13:09:13";"3";"2023-01-07 13:09:13";"3"
"WOS2301-0008";"3";NULL;"2023-01-10";"2023-01-09";"1";"2023-01-09 14:50:25";"3";"2023-01-09 14:50:25";"3"
"WOS2301-0009";"3";NULL;"2023-01-11";"2023-01-10";"1";"2023-01-10 14:20:24";"3";"2023-01-10 14:20:24";"3"
"WOS2301-0010";"3";NULL;"2023-01-12";"2023-01-11";"1";"2023-01-11 13:32:15";"3";"2023-01-11 13:32:15";"3"
"WOS2301-0011";"3";NULL;"2023-01-13";"2023-01-12";"1";"2023-01-12 14:07:05";"3";"2023-01-12 14:07:05";"3"
"WOS2301-0012";"3";NULL;"2023-01-14";"2023-01-13";"1";"2023-01-13 13:38:49";"3";"2023-01-13 13:38:49";"3"
"WOS2301-0013";"3";NULL;"2023-01-16";"2023-01-14";"1";"2023-01-14 14:14:04";"3";"2023-01-14 14:14:04";"3"
"WOS2301-0014";"3";NULL;"2023-01-17";"2023-01-16";"1";"2023-01-16 13:39:34";"3";"2023-01-16 13:39:34";"3"
"WOS2301-0015";"3";NULL;"2023-01-18";"2023-01-17";"1";"2023-01-17 14:03:26";"3";"2023-01-17 14:03:26";"3"
"WOS2301-0016";"3";NULL;"2023-01-19";"2023-01-18";"1";"2023-01-18 14:22:38";"3";"2023-01-18 14:22:38";"3"
"WOS2301-0017";"3";NULL;"2023-01-20";"2023-01-19";"1";"2023-01-19 13:47:23";"3";"2023-01-19 13:47:23";"3"
"WOS2301-0018";"3";NULL;"2023-01-21";"2023-01-20";"1";"2023-01-20 14:31:51";"3";"2023-01-20 14:31:51";"3"
"WOS2301-0019";"3";NULL;"2023-01-23";"2023-01-21";"1";"2023-01-21 10:03:18";"3";"2023-01-21 10:03:18";"3"
"WOS2301-0020";"3";NULL;"2023-01-24";"2023-01-23";"1";"2023-01-23 13:36:04";"3";"2023-01-23 13:36:04";"3"
"WOS2301-0021";"3";NULL;"2023-01-25";"2023-01-24";"1";"2023-01-24 14:11:06";"3";"2023-01-24 14:11:06";"3"
"WOS2301-0022";"3";NULL;"2023-01-26";"2023-01-25";"1";"2023-01-25 10:31:54";"3";"2023-01-25 10:31:54";"3"
"WOS2301-0023";"3";NULL;"2023-01-27";"2023-01-27";"1";"2023-01-27 13:54:57";"3";"2023-01-27 13:54:57";"3"
"WOS2301-0024";"3";NULL;"2023-01-28";"2023-01-27";"1";"2023-01-27 13:59:20";"3";"2023-01-27 13:59:20";"3"
"WOS2301-0025";"3";NULL;"2023-01-30";"2023-01-28";"1";"2023-01-28 10:11:02";"3";"2023-01-28 10:11:02";"3"
"WOS2301-0026";"3";NULL;"2023-01-31";"2023-01-30";"1";"2023-01-30 14:16:19";"3";"2023-01-31 13:49:53";"3"
"WOS2301-0027";"3";NULL;"2023-02-01";"2023-01-31";"1";"2023-01-31 13:52:01";"3";"2023-01-31 13:52:01";"3"
"WOS2302-0001";"3";NULL;"2023-02-02";"2023-02-01";"1";"2023-02-01 14:22:10";"3";"2023-02-01 14:22:10";"3"
"WOS2302-0002";"3";NULL;"2023-02-03";"2023-02-02";"1";"2023-02-02 13:54:20";"3";"2023-02-02 13:54:20";"3"
"WOS2302-0003";"3";NULL;"2023-02-04";"2023-02-03";"1";"2023-02-03 14:25:22";"3";"2023-02-03 14:25:22";"3"
"WOS2302-0004";"3";NULL;"2023-02-06";"2023-02-04";"1";"2023-02-04 10:36:33";"3";"2023-02-04 10:36:33";"3"
"WOS2302-0005";"3";NULL;"2023-02-07";"2023-02-06";"1";"2023-02-06 14:36:53";"3";"2023-02-06 14:36:53";"3"
"WOS2302-0006";"3";NULL;"2023-02-08";"2023-02-07";"1";"2023-02-07 14:00:19";"3";"2023-02-07 14:00:19";"3"
"WOS2302-0007";"3";NULL;"2023-02-09";"2023-02-08";"1";"2023-02-08 13:55:00";"3";"2023-02-08 13:55:00";"3"
"WOS2302-0008";"3";NULL;"2023-02-10";"2023-02-09";"1";"2023-02-09 14:30:29";"3";"2023-02-09 14:30:29";"3"
"WOS2302-0009";"3";NULL;"2023-02-11";"2023-02-11";"1";"2023-02-11 13:22:23";"3";"2023-02-11 13:22:23";"3"
"WOS2302-0010";"3";NULL;"2023-02-13";"2023-02-11";"1";"2023-02-11 13:23:21";"3";"2023-02-11 13:23:21";"3"
"WOS2302-0011";"3";NULL;"2023-02-14";"2023-02-13";"1";"2023-02-13 13:24:24";"3";"2023-02-13 13:24:24";"3"
"WOS2302-0012";"3";NULL;"2023-02-15";"2023-02-15";"1";"2023-02-15 09:10:21";"3";"2023-02-15 09:10:21";"3"
"WOS2302-0013";"3";NULL;"2023-02-16";"2023-02-16";"1";"2023-02-16 15:10:07";"3";"2023-02-16 15:10:07";"3"
"WOS2302-0014";"3";NULL;"2023-02-17";"2023-02-16";"1";"2023-02-16 15:12:00";"3";"2023-02-16 15:12:00";"3"
"WOS2302-0015";"3";NULL;"2023-02-20";"2023-02-20";"1";"2023-02-20 13:19:51";"3";"2023-02-20 13:19:51";"3"
"WOS2302-0016";"3";NULL;"2023-02-21";"2023-02-20";"1";"2023-02-20 13:21:25";"3";"2023-02-20 13:21:25";"3"
"WOS2302-0017";"3";NULL;"2023-02-22";"2023-02-21";"1";"2023-02-21 13:54:00";"3";"2023-02-21 13:54:00";"3"
"WOS2302-0018";"3";NULL;"2023-02-23";"2023-02-22";"1";"2023-02-22 14:13:01";"3";"2023-02-22 14:13:01";"3"
"WOS2302-0019";"3";NULL;"2023-02-24";"2023-02-23";"1";"2023-02-23 13:57:45";"3";"2023-02-23 13:57:45";"3"
"WOS2302-0020";"3";NULL;"2023-02-25";"2023-02-24";"1";"2023-02-24 10:18:32";"3";"2023-02-24 10:18:32";"3"
"WOS2302-0021";"3";NULL;"2023-02-27";"2023-02-25";"1";"2023-02-25 13:41:22";"3";"2023-02-25 13:41:22";"3"
"WOS2302-0022";"3";NULL;"2023-02-28";"2023-02-27";"1";"2023-02-27 14:10:50";"3";"2023-02-27 14:10:50";"3"
"WOS2302-0023";"3";NULL;"2023-03-01";"2023-02-28";"1";"2023-02-28 14:03:39";"3";"2023-02-28 14:03:39";"3"
"WOS2303-0001";"3";NULL;"2023-03-02";"2023-03-01";"1";"2023-03-01 13:40:05";"3";"2023-03-01 13:40:05";"3"
"WOS2303-0002";"3";NULL;"2023-03-03";"2023-03-04";"1";"2023-03-04 13:24:56";"3";"2023-03-04 13:24:56";"3"
"WOS2303-0003";"3";NULL;"2023-03-04";"2023-03-04";"1";"2023-03-04 13:28:34";"3";"2023-03-04 13:28:34";"3"
"WOS2303-0004";"3";NULL;"2023-03-06";"2023-03-06";"1";"2023-03-06 14:25:31";"3";"2023-03-07 09:41:10";"3"
"WOS2303-0005";"3";NULL;"2023-03-07";"2023-03-06";"1";"2023-03-06 14:26:48";"3";"2023-03-06 14:26:48";"3"
"WOS2303-0006";"3";NULL;"2023-03-06";"2023-03-07";"1";"2023-03-07 09:37:29";"3";"2023-03-07 09:37:29";"3"
"WOS2303-0007";"3";NULL;"2023-03-08";"2023-03-07";"1";"2023-03-07 14:03:19";"3";"2023-03-07 14:03:19";"3"
"WOS2303-0008";"3";NULL;"2023-03-09";"2023-03-08";"1";"2023-03-08 14:07:49";"3";"2023-03-08 14:07:49";"3"
"WOS2303-0009";"3";NULL;"2023-03-10";"2023-03-09";"1";"2023-03-09 14:10:46";"3";"2023-03-09 14:10:46";"3"
"WOS2303-0010";"3";NULL;"2023-03-11";"2023-03-11";"1";"2023-03-11 09:53:37";"3";"2023-03-11 10:00:53";"3"
"WOS2303-0011";"3";NULL;"2023-03-13";"2023-03-11";"1";"2023-03-11 10:02:29";"3";"2023-03-11 10:02:29";"3"
"WOS2303-0012";"3";NULL;"2023-03-14";"2023-03-13";"1";"2023-03-13 09:59:38";"3";"2023-03-14 09:38:37";"3"
"WOS2303-0013";"3";NULL;"2023-03-14";"2023-03-14";"1";"2023-03-14 09:36:55";"3";"2023-03-14 09:36:55";"3"
"WOS2303-0014";"3";NULL;"2023-03-15";"2023-03-14";"1";"2023-03-14 09:41:10";"3";"2023-03-14 09:41:10";"3"
"WOS2303-0015";"3";NULL;"2023-03-16";"2023-03-15";"1";"2023-03-15 10:19:32";"3";"2023-03-15 10:19:32";"3"
"WOS2303-0016";"3";NULL;"2023-03-17";"2023-03-16";"1";"2023-03-16 10:39:25";"3";"2023-03-16 10:39:25";"3"
"WOS2303-0017";"3";NULL;"2023-03-18";"2023-03-17";"1";"2023-03-17 10:15:05";"3";"2023-03-17 10:15:05";"3"
"WOS2303-0018";"3";NULL;"2023-03-20";"2023-03-18";"1";"2023-03-18 14:20:29";"3";"2023-03-18 14:20:29";"3"
"WOS2303-0019";"3";NULL;"2023-03-21";"2023-03-20";"1";"2023-03-20 10:17:51";"3";"2023-03-20 10:17:51";"3"
"WOS2303-0020";"3";NULL;"2023-03-22";"2023-03-21";"1";"2023-03-21 10:42:18";"3";"2023-03-23 14:11:07";"3"
"WOS2303-0021";"3";NULL;"2023-03-24";"2023-03-23";"1";"2023-03-23 14:10:45";"3";"2023-03-23 14:10:45";"3"
"WOS2303-0022";"3";NULL;"2023-03-25";"2023-03-24";"1";"2023-03-24 14:06:49";"3";"2023-03-24 14:06:49";"3"
"WOS2303-0023";"3";NULL;"2023-03-27";"2023-03-25";"1";"2023-03-25 09:18:51";"3";"2023-03-25 09:18:51";"3"
"WOS2303-0024";"3";NULL;"2023-03-28";"2023-03-27";"1";"2023-03-27 10:23:21";"3";"2023-03-27 10:23:21";"3"
"WOS2303-0025";"3";NULL;"2023-03-29";"2023-03-28";"1";"2023-03-28 13:56:15";"3";"2023-03-28 13:56:15";"3"
"WOS2303-0026";"3";NULL;"2023-03-30";"2023-03-29";"1";"2023-03-29 10:13:41";"3";"2023-03-29 10:13:41";"3"
